 f    	 m    	new-m	diff
3912	2	2	
3912	3	3	
3913	1	1	
3913	2	2	
3913	3	3	
3913	4	4	
3915	1	1	
3915	2	2	
3915	4	3	update income set mem_id=3 where fs_id=3915 and mem_id=4;
3916	1	1	
3916	2	2	
3916	3	3	
3916	4	4	
3917	1	1	
3917	2	2	
3920	1	1	
3921	1	1	
3921	3	2	update income set mem_id=2 where fs_id=3921 and mem_id=3;
3921	4	3	update income set mem_id=3 where fs_id=3921 and mem_id=4;
3922	1	1	
3922	3	2	update income set mem_id=2 where fs_id=3922 and mem_id=3;
3922	4	3	update income set mem_id=3 where fs_id=3922 and mem_id=4;
3923	1	1	
3923	2	2	
3924	1	1	
3924	2	2	
3924	3	3	
3924	4	4	
3927	1	1	
3927	2	2	
3928	1	1	
3929	1	1	
3929	2	2	
3929	4	3	update income set mem_id=3 where fs_id=3929 and mem_id=4;
3930	1	1	
3930	2	2	
3930	3	3	
3930	8	4	update income set mem_id=4 where fs_id=3930 and mem_id=8;
3931	1	1	
3935	1	1	
3935	3	2	update income set mem_id=2 where fs_id=3935 and mem_id=3;
3935	5	3	update income set mem_id=3 where fs_id=3935 and mem_id=5;
3937	1	1	
3937	3	2	update income set mem_id=2 where fs_id=3937 and mem_id=3;
3937	9	3	update income set mem_id=3 where fs_id=3937 and mem_id=9;
3938	1	1	
3938	12	2	update income set mem_id=2 where fs_id=3938 and mem_id=12;
3938	13	3	update income set mem_id=3 where fs_id=3938 and mem_id=13;
3938	20	4	update income set mem_id=4 where fs_id=3938 and mem_id=20;
3938	24	5	update income set mem_id=5 where fs_id=3938 and mem_id=24;
3938	25	6	update income set mem_id=6 where fs_id=3938 and mem_id=25;
3938	28	7	update income set mem_id=7 where fs_id=3938 and mem_id=28;
3940	1	1	
3940	2	2	
3940	3	3	
3943	1	1	
3944	1	1	
3944	2	2	
3944	3	3	
3944	4	4	
3945	1	1	
3946	1	1	
3946	2	2	
3946	3	3	
3947	1	1	
3947	2	2	
3947	3	3	
3947	4	4	
3947	5	5	
3947	6	6	
3949	1	1	
3949	2	2	
3949	3	3	
3949	4	4	
3949	5	5	
3949	9	6	update income set mem_id=6 where fs_id=3949 and mem_id=9;
3950	1	1	
3950	5	2	update income set mem_id=2 where fs_id=3950 and mem_id=5;
3950	6	3	update income set mem_id=3 where fs_id=3950 and mem_id=6;
3951	1	1	
3951	2	2	
3953	1	1	
3953	2	2	
3953	4	3	update income set mem_id=3 where fs_id=3953 and mem_id=4;
3953	5	4	update income set mem_id=4 where fs_id=3953 and mem_id=5;
3954	1	1	
3954	3	2	update income set mem_id=2 where fs_id=3954 and mem_id=3;
3954	5	3	update income set mem_id=3 where fs_id=3954 and mem_id=5;
3954	6	4	update income set mem_id=4 where fs_id=3954 and mem_id=6;
3954	7	5	update income set mem_id=5 where fs_id=3954 and mem_id=7;
3955	1	1	
3955	2	2	
3955	3	3	
3955	6	4	update income set mem_id=4 where fs_id=3955 and mem_id=6;
3957	1	1	
3957	2	2	
3957	7	3	update income set mem_id=3 where fs_id=3957 and mem_id=7;
3957	8	4	update income set mem_id=4 where fs_id=3957 and mem_id=8;
3958	1	1	
3958	2	2	
3958	4	3	update income set mem_id=3 where fs_id=3958 and mem_id=4;
3958	6	4	update income set mem_id=4 where fs_id=3958 and mem_id=6;
3958	7	5	update income set mem_id=5 where fs_id=3958 and mem_id=7;
3958	9	6	update income set mem_id=6 where fs_id=3958 and mem_id=9;
3958	10	7	update income set mem_id=7 where fs_id=3958 and mem_id=10;
3959	1	1	
3959	3	2	update income set mem_id=2 where fs_id=3959 and mem_id=3;
3959	9	3	update income set mem_id=3 where fs_id=3959 and mem_id=9;
3959	10	4	update income set mem_id=4 where fs_id=3959 and mem_id=10;
3959	11	5	update income set mem_id=5 where fs_id=3959 and mem_id=11;
3959	12	6	update income set mem_id=6 where fs_id=3959 and mem_id=12;
3960	1	1	
3960	2	2	
3960	3	3	
3960	4	4	
3960	5	5	
3961	1	1	
3961	2	2	
3961	3	3	
3961	6	4	update income set mem_id=4 where fs_id=3961 and mem_id=6;
3962	1	1	
3963	1	1	
3963	2	2	
3964	1	1	
3964	3	2	update income set mem_id=2 where fs_id=3964 and mem_id=3;
3965	1	1	
3965	2	2	
3965	5	3	update income set mem_id=3 where fs_id=3965 and mem_id=5;
3966	1	1	
3966	2	2	
3968	1	1	
3971	1	1	
3971	2	2	
3971	3	3	
3971	4	4	
3971	5	5	
3973	1	1	
3973	4	2	update income set mem_id=2 where fs_id=3973 and mem_id=4;
3974	1	1	
3974	2	2	
3975	1	1	
3975	2	2	
3976	1	1	
3976	4	2	update income set mem_id=2 where fs_id=3976 and mem_id=4;
3976	5	3	update income set mem_id=3 where fs_id=3976 and mem_id=5;
3978	1	1	
3979	1	1	
3979	2	2	
3979	3	3	
3979	4	4	
3979	7	5	update income set mem_id=5 where fs_id=3979 and mem_id=7;
3980	1	1	
3980	2	2	
3980	3	3	
3980	7	4	update income set mem_id=4 where fs_id=3980 and mem_id=7;
3980	8	5	update income set mem_id=5 where fs_id=3980 and mem_id=8;
3982	1	1	
3982	4	2	update income set mem_id=2 where fs_id=3982 and mem_id=4;
3982	5	3	update income set mem_id=3 where fs_id=3982 and mem_id=5;
3984	1	1	
3984	2	2	
3984	3	3	
3985	1	1	
3985	2	2	
3985	3	3	
3987	1	1	
3987	2	2	
3987	3	3	
3987	4	4	
3989	1	1	
3989	2	2	
3989	4	3	update income set mem_id=3 where fs_id=3989 and mem_id=4;
3990	1	1	
3990	2	2	
3990	3	3	
3994	1	1	
3994	2	2	
3995	1	1	
3995	2	2	
3995	3	3	
3996	1	1	
3996	2	2	
3996	3	3	
3996	4	4	
3996	5	5	
3997	1	1	
3997	2	2	
3999	1	1	
3999	2	2	
4000	1	1	
4000	2	2	
4000	3	3	
4000	5	4	update income set mem_id=4 where fs_id=4000 and mem_id=5;
4001	1	1	
4001	5	2	update income set mem_id=2 where fs_id=4001 and mem_id=5;
4001	6	3	update income set mem_id=3 where fs_id=4001 and mem_id=6;
4001	7	4	update income set mem_id=4 where fs_id=4001 and mem_id=7;
4001	8	5	update income set mem_id=5 where fs_id=4001 and mem_id=8;
4001	9	6	update income set mem_id=6 where fs_id=4001 and mem_id=9;
4002	1	1	
4002	2	2	
4004	1	1	
4005	1	1	
4005	2	2	
4007	1	1	
4007	3	2	update income set mem_id=2 where fs_id=4007 and mem_id=3;
4007	7	3	update income set mem_id=3 where fs_id=4007 and mem_id=7;
4008	1	1	
4008	2	2	
4008	3	3	
4008	5	4	update income set mem_id=4 where fs_id=4008 and mem_id=5;
4008	6	5	update income set mem_id=5 where fs_id=4008 and mem_id=6;
4009	1	1	
4009	2	2	
4010	1	1	
4010	4	2	update income set mem_id=2 where fs_id=4010 and mem_id=4;
4010	6	3	update income set mem_id=3 where fs_id=4010 and mem_id=6;
4010	8	4	update income set mem_id=4 where fs_id=4010 and mem_id=8;
4010	9	5	update income set mem_id=5 where fs_id=4010 and mem_id=9;
4010	10	6	update income set mem_id=6 where fs_id=4010 and mem_id=10;
4010	12	7	update income set mem_id=7 where fs_id=4010 and mem_id=12;
4010	14	8	update income set mem_id=8 where fs_id=4010 and mem_id=14;
4010	16	9	update income set mem_id=9 where fs_id=4010 and mem_id=16;
4014	1	1	
4014	2	2	
4014	3	3	
4014	4	4	
4014	5	5	
4014	6	6	
4016	1	1	
4016	2	2	
4017	1	1	
4018	1	1	
4018	2	2	
4018	4	3	update income set mem_id=3 where fs_id=4018 and mem_id=4;
4018	5	4	update income set mem_id=4 where fs_id=4018 and mem_id=5;
4018	6	5	update income set mem_id=5 where fs_id=4018 and mem_id=6;
4021	1	1	
4021	2	2	
4021	3	3	
4021	5	4	update income set mem_id=4 where fs_id=4021 and mem_id=5;
4021	6	5	update income set mem_id=5 where fs_id=4021 and mem_id=6;
4023	1	1	
4023	2	2	
4023	9	3	update income set mem_id=3 where fs_id=4023 and mem_id=9;
4024	1	1	
4024	2	2	
4027	1	1	
4027	2	2	
4027	3	3	
4027	4	4	
4027	5	5	
4027	6	6	
4027	7	7	
4027	8	8	
4028	1	1	
4028	2	2	
4029	1	1	
4029	2	2	
4031	1	1	
4032	1	1	
4032	2	2	
4033	1	1	
4033	2	2	
4033	5	3	update income set mem_id=3 where fs_id=4033 and mem_id=5;
4033	7	4	update income set mem_id=4 where fs_id=4033 and mem_id=7;
4033	8	5	update income set mem_id=5 where fs_id=4033 and mem_id=8;
4036	1	1	
4036	2	2	
4037	1	1	
4038	1	1	
4038	3	2	update income set mem_id=2 where fs_id=4038 and mem_id=3;
4039	1	1	
4040	1	1	
4040	3	2	update income set mem_id=2 where fs_id=4040 and mem_id=3;
4040	4	3	update income set mem_id=3 where fs_id=4040 and mem_id=4;
4040	5	4	update income set mem_id=4 where fs_id=4040 and mem_id=5;
4041	1	1	
4041	2	2	
4041	3	3	
4041	4	4	
4042	1	1	
4042	7	2	update income set mem_id=2 where fs_id=4042 and mem_id=7;
4042	15	3	update income set mem_id=3 where fs_id=4042 and mem_id=15;
4043	1	1	
4043	3	2	update income set mem_id=2 where fs_id=4043 and mem_id=3;
4044	1	1	
4045	1	1	
4046	1	1	
4046	2	2	
4046	3	3	
4047	1	1	
4047	2	2	
4047	3	3	
4047	5	4	update income set mem_id=4 where fs_id=4047 and mem_id=5;
4047	7	5	update income set mem_id=5 where fs_id=4047 and mem_id=7;
4048	1	1	
4048	2	2	
4048	3	3	
4049	1	1	
4049	2	2	
4049	3	3	
4049	4	4	
4049	5	5	
4050	1	1	
4050	2	2	
4050	3	3	
4050	4	4	
4050	5	5	
4051	1	1	
4051	2	2	
4051	3	3	
4051	4	4	
4051	5	5	
4051	6	6	
4052	1	1	
4052	2	2	
4052	3	3	
4052	4	4	
4052	5	5	
4052	6	6	
4052	8	7	update income set mem_id=7 where fs_id=4052 and mem_id=8;
4052	9	8	update income set mem_id=8 where fs_id=4052 and mem_id=9;
4053	1	1	
4053	3	2	update income set mem_id=2 where fs_id=4053 and mem_id=3;
4053	4	3	update income set mem_id=3 where fs_id=4053 and mem_id=4;
4053	6	4	update income set mem_id=4 where fs_id=4053 and mem_id=6;
4053	7	5	update income set mem_id=5 where fs_id=4053 and mem_id=7;
4054	1	1	
4054	3	2	update income set mem_id=2 where fs_id=4054 and mem_id=3;
4054	5	3	update income set mem_id=3 where fs_id=4054 and mem_id=5;
4057	1	1	
4057	2	2	
4059	1	1	
4059	7	2	update income set mem_id=2 where fs_id=4059 and mem_id=7;
4060	1	1	
4060	2	2	
4060	3	3	
4060	4	4	
4060	5	5	
4061	1	1	
4061	2	2	
4061	3	3	
4061	4	4	
4061	5	5	
4062	1	1	
4062	2	2	
4062	3	3	
4062	4	4	
4062	5	5	
4062	6	6	
4062	7	7	
4063	1	1	
4063	2	2	
4063	4	3	update income set mem_id=3 where fs_id=4063 and mem_id=4;
4063	5	4	update income set mem_id=4 where fs_id=4063 and mem_id=5;
4064	1	1	
4064	8	2	update income set mem_id=2 where fs_id=4064 and mem_id=8;
4064	9	3	update income set mem_id=3 where fs_id=4064 and mem_id=9;
4065	1	1	
4065	2	2	
4065	3	3	
4067	1	1	
4067	2	2	
4067	3	3	
4069	1	1	
4069	2	2	
4069	3	3	
4069	4	4	
4069	5	5	
4069	6	6	
4070	1	1	
4070	2	2	
4070	3	3	
4070	4	4	
4072	1	1	
4072	2	2	
4072	3	3	
4075	1	1	
4076	1	1	
4076	2	2	
4077	1	1	
4079	1	1	
4079	2	2	
4080	1	1	
4080	2	2	
4081	1	1	
4081	2	2	
4081	3	3	
4082	1	1	
4082	2	2	
4082	3	3	
4082	4	4	
4085	1	1	
4086	1	1	
4086	2	2	
4087	1	1	
4087	2	2	
4087	3	3	
4087	4	4	
4087	5	5	
4088	1	1	
4088	2	2	
4088	3	3	
4088	9	4	update income set mem_id=4 where fs_id=4088 and mem_id=9;
4089	1	1	
4089	2	2	
4089	3	3	
4089	4	4	
4089	5	5	
4089	6	6	
4089	7	7	
4089	8	8	
4089	9	9	
4089	10	10	
4089	11	11	
4091	1	1	
4091	3	2	update income set mem_id=2 where fs_id=4091 and mem_id=3;
4092	1	1	
4092	3	2	update income set mem_id=2 where fs_id=4092 and mem_id=3;
4092	4	3	update income set mem_id=3 where fs_id=4092 and mem_id=4;
4092	5	4	update income set mem_id=4 where fs_id=4092 and mem_id=5;
4093	1	1	
4093	2	2	
4093	3	3	
4093	4	4	
4093	5	5	
4093	6	6	
4094	1	1	
4094	2	2	
4094	3	3	
4094	4	4	
4094	5	5	
4095	1	1	
4095	2	2	
4095	3	3	
4095	5	4	update income set mem_id=4 where fs_id=4095 and mem_id=5;
4095	6	5	update income set mem_id=5 where fs_id=4095 and mem_id=6;
4096	1	1	
4096	2	2	
4097	1	1	
4097	3	2	update income set mem_id=2 where fs_id=4097 and mem_id=3;
4097	4	3	update income set mem_id=3 where fs_id=4097 and mem_id=4;
4098	1	1	
4098	2	2	
4098	3	3	
4098	4	4	
4099	1	1	
4099	2	2	
4100	1	1	
4100	2	2	
4100	3	3	
4100	4	4	
4100	5	5	
4100	8	6	update income set mem_id=6 where fs_id=4100 and mem_id=8;
4102	1	1	
4102	2	2	
4102	3	3	
4102	7	4	update income set mem_id=4 where fs_id=4102 and mem_id=7;
4103	1	1	
4103	2	2	
4104	1	1	
4104	2	2	
4105	1	1	
4105	2	2	
4105	3	3	
4106	1	1	
4106	2	2	
4106	3	3	
4108	1	1	
4108	2	2	
4109	1	1	
4109	3	2	update income set mem_id=2 where fs_id=4109 and mem_id=3;
4110	1	1	
4110	2	2	
4111	1	1	
4111	2	2	
4112	1	1	
4112	2	2	
4112	3	3	
4112	4	4	
4112	5	5	
4113	1	1	
4113	2	2	
4115	1	1	
4115	2	2	
4119	1	1	
4119	2	2	
4119	3	3	
4119	4	4	
4119	5	5	
4119	6	6	
4119	7	7	
4119	8	8	
4119	9	9	
4119	10	10	
4119	11	11	
4119	12	12	
4119	13	13	
4119	14	14	
4119	15	15	
4123	1	1	
4123	2	2	
4123	3	3	
4123	4	4	
4123	5	5	
4124	1	1	
4124	3	2	update income set mem_id=2 where fs_id=4124 and mem_id=3;
4124	4	3	update income set mem_id=3 where fs_id=4124 and mem_id=4;
4124	6	4	update income set mem_id=4 where fs_id=4124 and mem_id=6;
4125	1	1	
4126	1	1	
4126	3	2	update income set mem_id=2 where fs_id=4126 and mem_id=3;
4130	1	1	
4131	1	1	
4131	2	2	
4131	6	3	update income set mem_id=3 where fs_id=4131 and mem_id=6;
4131	9	4	update income set mem_id=4 where fs_id=4131 and mem_id=9;
4135	1	1	
4135	3	2	update income set mem_id=2 where fs_id=4135 and mem_id=3;
4641	1	1	
4641	2	2	
4644	1	1	
4646	1	1	
4648	1	1	
4649	1	1	
4649	3	2	update income set mem_id=2 where fs_id=4649 and mem_id=3;
4650	1	1	
4650	2	2	
4652	1	1	
4653	1	1	
4654	1	1	
4655	1	1	
4655	2	2	
4656	1	1	
4657	1	1	
4658	1	1	
4659	1	1	
4659	3	2	update income set mem_id=2 where fs_id=4659 and mem_id=3;
4659	4	3	update income set mem_id=3 where fs_id=4659 and mem_id=4;
4660	1	1	
4661	1	1	
4661	2	2	
4662	1	1	
4662	2	2	
4663	1	1	
4663	2	2	
4663	3	3	
4663	4	4	
4663	5	5	
4663	6	6	
4665	1	1	
4665	2	2	
4666	1	1	
4666	2	2	
4666	3	3	
4666	4	4	
4666	5	5	
4667	1	1	
4667	2	2	
4667	3	3	
4668	1	1	
4670	1	1	
4670	2	2	
4672	1	1	
4672	3	2	update income set mem_id=2 where fs_id=4672 and mem_id=3;
4672	4	3	update income set mem_id=3 where fs_id=4672 and mem_id=4;
4672	5	4	update income set mem_id=4 where fs_id=4672 and mem_id=5;
4673	1	1	
4673	2	2	
4677	1	1	
4677	2	2	
4677	3	3	
4677	4	4	
4677	5	5	
4677	6	6	
4677	7	7	
4678	1	1	
4678	2	2	
4680	1	1	
4680	3	2	update income set mem_id=2 where fs_id=4680 and mem_id=3;
4682	1	1	
4685	1	1	
4685	2	2	
4686	1	1	
4687	1	1	
			-
